time,function,period,anomaly
73.4667,  0.20791169,15,0
73.5000, -0.00000000,16,0
73.5333, -0.20791169,17,0
73.5667, -0.40673664,18,0
73.6000, -0.58778525,19,0
73.6333, -0.74314483,20,0
73.6667, -0.86602540,21,0
73.7000, -0.95105652,22,0
73.7333, -0.99452190,23,0
73.7667, -0.99452190,24,0
73.8000, -0.95105652,25,0
73.8333, -0.86602540,26,0
73.8667, -0.74314483,27,0
73.9000, -0.58778525,28,0
73.9333, -0.40673664,29,0
73.9667, -0.20791169,30,0
74.0000, -0.00000000,1,0
74.0333,  0.20791169,2,0
74.0667,  0.40673664,3,0
74.1000,  0.58778525,4,0
74.1333,  0.74314483,5,0
74.1667,  0.86602540,6,0
74.2000,  0.95105652,7,0
74.2333,  0.99452190,8,0
74.2667,  0.99452190,9,0
74.3000,  0.95105652,10,0
74.3333,  0.86602540,11,0
74.3667,  0.74314483,12,0
74.4000,  0.58778525,13,0
74.4333,  0.40673664,14,0
74.4667,  0.20791169,15,0
74.5000,  0.00000000,16,0
74.5333, -0.20791169,17,0
74.5667, -0.40673664,18,0
74.6000, -0.58778525,19,0
74.6333, -0.74314483,20,0
74.6667, -0.86602540,21,0
74.7000, -0.95105652,22,0
74.7333, -0.99452190,23,0
74.7667, -0.99452190,24,0
74.8000, -0.95105652,25,0
74.8333, -0.86602540,26,0
74.8667, -0.74314483,27,0
74.9000, -0.58778525,28,0
74.9333, -0.40673664,29,0
74.9667, -0.20791169,30,0
75.0000, -0.00000000,1,0
75.0333,  0.20791169,2,0
75.0667,  0.40673664,3,0
75.1000,  0.58778525,4,0
75.1333,  0.74314483,5,0
75.1667,  0.86602540,6,0
75.2000,  0.95105652,7,0
75.2333,  0.99452190,8,0
75.2667,  0.99452190,9,0
75.3000,  0.95105652,10,0
75.3333,  0.86602540,11,0
75.3667,  0.74314483,12,0
75.4000,  0.58778525,13,0
75.4333,  0.40673664,14,0
75.4667,  0.20791169,15,0
75.5000,  0.00000000,16,0
75.5333, -0.20791169,17,0
75.5667, -0.40673664,18,0
75.6000, -0.58778525,19,0
75.6333, -0.74314483,20,0
75.6667, -0.86602540,21,0
75.7000, -0.95105652,22,0
75.7333, -0.99452190,23,0
75.7667, -0.99452190,24,0
75.8000, -0.95105652,25,0
75.8333, -0.86602540,26,0
75.8667, -0.74314483,27,0
75.9000, -0.58778525,28,0
75.9333, -0.40673664,29,0
75.9667, -0.20791169,30,0
76.0000, -0.00000000,1,0
76.0333,  0.20791169,2,0
76.0667,  0.40673664,3,0
76.1000,  0.58778525,4,0
76.1333,  0.74314483,5,0
76.1667,  0.86602540,6,0
76.2000,  0.95105652,7,0
76.2333,  0.99452190,8,0
76.2667,  0.99452190,9,0
76.3000,  0.95105652,10,0
76.3333,  0.86602540,11,0
76.3667,  0.74314483,12,0
76.4000,  0.58778525,13,0
76.4333,  0.40673664,14,0
76.4667,  0.20791169,15,0
76.5000,  0.00000000,16,0
76.5333, -0.20791169,17,0
76.5667, -0.40673664,18,0
76.6000, -0.58778525,19,0
76.6333, -0.74314483,20,0
76.6667, -0.86602540,21,0
76.7000, -0.95105652,22,0
76.7333, -0.99452190,23,0
76.7667, -0.99452190,24,0
76.8000, -0.95105652,25,0
76.8333, -0.86602540,26,0
76.8667, -0.74314483,27,0
76.9000, -0.58778525,28,0
76.9333, -0.40673664,29,0
76.9667, -0.20791169,30,0
77.0000, -0.00000000,1,0
77.0333,  0.20791169,2,0
77.0667,  0.40673664,3,0
77.1000,  0.58778525,4,0
77.1333,  0.74314483,5,0
77.1667,  0.86602540,6,0
77.2000,  0.95105652,7,0
77.2333,  0.99452190,8,0
77.2667,  0.99452190,9,0
77.3000,  0.95105652,10,0
77.3333,  0.86602540,11,0
77.3667,  0.74314483,12,0
77.4000,  0.58778525,13,0
77.4333,  0.40673664,14,0
77.4667,  0.20791169,15,0
77.5000,  0.00000000,16,0
77.5333, -0.20791169,17,0
77.5667, -0.40673664,18,0
77.6000, -0.58778525,19,0
77.6333, -0.74314483,20,0
77.6667, -0.86602540,21,0
77.7000, -0.95105652,22,0
77.7333, -0.99452190,23,0
77.7667, -0.99452190,24,0
77.8000, -0.95105652,25,0
77.8333, -0.86602540,26,0
77.8667, -0.74314483,27,0
77.9000, -0.58778525,28,0
77.9333, -0.40673664,29,0
77.9667, -0.20791169,30,0
78.0000, -0.00000000,1,0
78.0333,  0.20791169,2,0
78.0667,  0.40673664,3,0
78.1000,  0.58778525,4,0
78.1333,  0.74314483,5,0
78.1667,  0.86602540,6,0
78.2000,  0.95105652,7,0
78.2333,  0.99452190,8,0
78.2667,  0.99452190,9,0
78.3000,  0.95105652,10,0
78.3333,  0.86602540,11,0
78.3667,  0.74314483,12,0
78.4000,  0.58778525,13,0
78.4333,  0.40673664,14,0
78.4667,  0.20791169,15,0
78.5000,  0.00000000,16,0
78.5333, -0.20791169,17,0
78.5667, -0.40673664,18,0
78.6000, -0.58778525,19,0
78.6333, -0.74314483,20,0
78.6667, -0.86602540,21,0
78.7000, -0.95105652,22,0
78.7333, -0.99452190,23,0
78.7667, -0.99452190,24,0
78.8000, -0.95105652,25,0
78.8333, -0.86602540,26,0
78.8667, -0.74314483,27,0
78.9000, -0.58778525,28,0
78.9333, -0.40673664,29,0
78.9667, -0.20791169,30,0
79.0000,  0.00000000,1,0
79.0333,  0.20791169,2,0
79.0667,  0.40673664,3,0
79.1000,  0.58778525,4,0
79.1333,  0.74314483,5,0
79.1667,  0.86602540,6,0
79.2000,  0.95105652,7,0
79.2333,  0.99452190,8,0
79.2667,  0.99452190,9,0
79.3000,  0.95105652,10,0
79.3333,  0.86602540,11,0
79.3667,  0.74314483,12,0
79.4000,  0.58778525,13,0
79.4333,  0.40673664,14,0
79.4667,  0.20791169,15,0
79.5000,  0.00000000,16,0
79.5333, -0.20791169,17,0
79.5667, -0.40673664,18,0
79.6000, -0.58778525,19,0
79.6333, -0.74314483,20,0
79.6667, -0.86602540,21,0
79.7000, -0.95105652,22,0
79.7333, -0.99452190,23,0
79.7667, -0.99452190,24,0
79.8000, -0.95105652,25,0
79.8333, -0.86602540,26,0
79.8667, -0.74314483,27,0
79.9000, -0.58778525,28,0
79.9333, -0.40673664,29,0
79.9667, -0.20791169,30,0
80.0000, -0.00000000,1,0
80.0333,  0.20791169,2,0
80.0667,  0.40673664,3,0
80.1000,  0.58778525,4,0
80.1333,  0.74314483,5,0
80.1667,  0.86602540,6,0
80.2000,  0.95105652,7,0
80.2333,  0.99452190,8,0
80.2667,  0.99452190,9,0
80.3000,  0.95105652,10,0
80.3333,  0.86602540,11,0
80.3667,  0.74314483,12,0
80.4000,  0.58778525,13,0
80.4333,  0.40673664,14,0
80.4667,  0.20791169,15,0
80.5000,  0.00000000,16,0
80.5333, -0.20791169,17,0
80.5667, -0.40673664,18,0
80.6000, -0.58778525,19,0
80.6333, -0.74314483,20,0
80.6667, -0.86602540,21,0
80.7000, -0.95105652,22,0
80.7333, -0.99452190,23,0
80.7667, -0.99452190,24,0
80.8000, -0.95105652,25,0
80.8333, -0.86602540,26,0
80.8667, -0.74314483,27,0
80.9000, -0.58778525,28,0
80.9333, -0.40673664,29,0
80.9667, -0.20791169,30,0
81.0000, -0.00000000,1,0
81.0333,  0.20791169,2,0
81.0667,  0.40673664,3,0
81.1000,  0.58778525,4,0
81.1333,  0.74314483,5,0
81.1667,  0.86602540,6,0
81.2000,  0.95105652,7,0
81.2333,  0.99452190,8,0
81.2667,  0.99452190,9,0
81.3000,  0.95105652,10,0
81.3333,  0.86602540,11,0
81.3667,  0.74314483,12,0
81.4000,  0.58778525,13,0
81.4333,  0.40673664,14,0
81.4667,  0.20791169,15,0
81.5000,  0.00000000,16,0
81.5333, -0.20791169,17,0
81.5667, -0.40673664,18,0
81.6000, -0.58778525,19,0
81.6333, -0.74314483,20,0
81.6667, -0.86602540,21,0
81.7000, -0.95105652,22,0
81.7333, -0.99452190,23,0
81.7667, -0.99452190,24,0
81.8000, -0.95105652,25,0
81.8333, -0.86602540,26,0
81.8667, -0.74314483,27,0
81.9000, -0.58778525,28,0
81.9333, -0.40673664,29,0
81.9667, -0.20791169,30,0
82.0000, -0.00000000,1,0
82.0333,  0.20791169,2,0
82.0667,  0.40673664,3,0
82.1000,  0.58778525,4,0
82.1333,  0.74314483,5,0
82.1667,  0.86602540,6,0
82.2000,  0.95105652,7,0
82.2333,  0.99452190,8,0
82.2667,  0.99452190,9,0
82.3000,  0.95105652,10,0
82.3333,  0.86602540,11,0
82.3667,  0.74314483,12,0
82.4000,  0.58778525,13,0
82.4333,  0.40673664,14,0
82.4667,  0.20791169,15,0
82.5000,  0.00000000,16,0
82.5333, -0.20791169,17,0
82.5667, -0.40673664,18,0
82.6000, -0.58778525,19,0
82.6333, -0.74314483,20,0
82.6667, -0.86602540,21,0
82.7000, -0.95105652,22,0
82.7333, -0.99452190,23,0
82.7667, -0.99452190,24,0
82.8000, -0.95105652,25,0
82.8333, -0.86602540,26,0
82.8667, -0.74314483,27,0
82.9000, -0.58778525,28,0
82.9333, -0.40673664,29,0
82.9667, -0.20791169,30,0
83.0000,  0.00000000,1,0
83.0333,  0.20791169,2,0
83.0667,  0.40673664,3,0
83.1000,  0.58778525,4,0
83.1333,  0.74314483,5,0
83.1667,  0.86602540,6,0
83.2000,  0.95105652,7,0
83.2333,  0.99452190,8,0
83.2667,  0.99452190,9,0
83.3000,  0.95105652,10,0
83.3333,  0.86602540,11,0
83.3667,  0.74314483,12,0
83.4000,  0.58778525,13,0
83.4333,  0.40673664,14,0
83.4667,  0.20791169,15,0
83.5000, -0.00000000,16,0
83.5333, -0.20791169,17,0
83.5667, -0.40673664,18,0
83.6000, -0.58778525,19,0
83.6333, -0.74314483,20,0
83.6667, -0.86602540,21,0
83.7000, -0.95105652,22,0
83.7333, -0.99452190,23,0
83.7667, -0.99452190,24,0
83.8000, -0.95105652,25,0
83.8333, -0.86602540,26,0
83.8667, -0.74314483,27,0
83.9000, -0.58778525,28,0
83.9333, -0.40673664,29,0
83.9667, -0.20791169,30,0
84.0000,  0.00000000,1,0
84.0333,  0.20791169,2,0
84.0667,  0.40673664,3,0
84.1000,  0.58778525,4,0
84.1333,  0.74314483,5,0
84.1667,  0.86602540,6,0
84.2000,  0.95105652,7,0
84.2333,  0.99452190,8,0
84.2667,  0.99452190,9,0
84.3000,  0.95105652,10,0
84.3333,  0.86602540,11,0
84.3667,  0.74314483,12,0
84.4000,  0.58778525,13,0
84.4333,  0.40673664,14,0
84.4667,  0.20791169,15,0
84.5000,  0.00000000,16,0
84.5333, -0.20791169,17,0
84.5667, -0.40673664,18,0
84.6000, -0.58778525,19,0
84.6333, -0.74314483,20,0
84.6667, -0.86602540,21,0
84.7000, -0.95105652,22,0
84.7333, -0.99452190,23,0
84.7667, -0.99452190,24,0
84.8000, -0.95105652,25,0
84.8333, -0.86602540,26,0
84.8667, -0.74314483,27,0
84.9000, -0.58778525,28,0
84.9333, -0.40673664,29,0
84.9667, -0.20791169,30,0
85.0000, -0.00000000,1,0
85.0333,  0.20791169,2,0
85.0667,  0.40673664,3,0
85.1000,  0.58778525,4,0
85.1333,  0.74314483,5,0
85.1667,  0.86602540,6,0
85.2000,  0.95105652,7,0
85.2333,  0.99452190,8,0
85.2667,  0.99452190,9,0
85.3000,  0.95105652,10,0
85.3333,  0.86602540,11,0
85.3667,  0.74314483,12,0
85.4000,  0.58778525,13,0
85.4333,  0.40673664,14,0
85.4667,  0.20791169,15,0
85.5000,  0.00000000,16,0
85.5333, -0.20791169,17,0
85.5667, -0.40673664,18,0
85.6000, -0.58778525,19,0
85.6333, -0.74314483,20,0
85.6667, -0.86602540,21,0
85.7000, -0.95105652,22,0
85.7333, -0.99452190,23,0
85.7667, -0.99452190,24,0
85.8000, -0.95105652,25,0
85.8333, -0.86602540,26,0
85.8667, -0.74314483,27,0
85.9000, -0.58778525,28,0
85.9333, -0.40673664,29,0
85.9667, -0.20791169,30,0
86.0000, -0.00000000,1,0
86.0333,  0.20791169,2,0
86.0667,  0.40673664,3,0
86.1000,  0.58778525,4,0
86.1333,  0.74314483,5,0
86.1667,  0.86602540,6,0
86.2000,  0.95105652,7,0
86.2333,  0.99452190,8,0
86.2667,  0.99452190,9,0
86.3000,  0.95105652,10,0
86.3333,  0.86602540,11,0
86.3667,  0.74314483,12,0
86.4000,  0.58778525,13,0
86.4333,  0.40673664,14,0
86.4667,  0.20791169,15,0
86.5000,  0.00000000,16,0
86.5333, -0.20791169,17,0
86.5667, -0.40673664,18,0
86.6000, -0.58778525,19,0
86.6333, -0.74314483,20,0
86.6667, -0.86602540,21,0
86.7000, -0.95105652,22,0
86.7333, -0.99452190,23,0
86.7667, -0.99452190,24,0
86.8000, -0.95105652,25,0
86.8333, -0.86602540,26,0
86.8667, -0.74314483,27,0
86.9000, -0.58778525,28,0
86.9333, -0.40673664,29,0
86.9667, -0.20791169,30,0
87.0000, -0.00000000,1,0
87.0333,  0.20791169,2,0
87.0667,  0.40673664,3,0
87.1000,  0.58778525,4,0
87.1333,  0.74314483,5,0
87.1667,  0.86602540,6,0
87.2000,  0.95105652,7,0
87.2333,  0.99452190,8,0
87.2667,  0.99452190,9,0
87.3000,  0.95105652,10,0
87.3333,  0.86602540,11,0
87.3667,  0.74314483,12,0
87.4000,  0.58778525,13,0
87.4333,  0.40673664,14,0
87.4667,  0.20791169,15,0
87.5000,  0.00000000,16,0
87.5333, -0.20791169,17,0
87.5667, -0.40673664,18,0
87.6000, -0.58778525,19,0
87.6333, -0.74314483,20,0
87.6667, -0.86602540,21,0
87.7000, -0.95105652,22,0
87.7333, -0.99452190,23,0
87.7667, -0.99452190,24,0
87.8000, -0.95105652,25,0
87.8333, -0.86602540,26,0
87.8667, -0.74314483,27,0
87.9000, -0.58778525,28,0
87.9333, -0.40673664,29,0
87.9667, -0.20791169,30,0
88.0000, -0.00000000,1,0
88.0333,  0.20791169,2,0
88.0667,  0.40673664,3,0
88.1000,  0.58778525,4,0
88.1333,  0.74314483,5,0
88.1667,  0.86602540,6,0
88.2000,  0.95105652,7,0
88.2333,  0.99452190,8,0
88.2667,  0.99452190,9,0
88.3000,  0.95105652,10,0
88.3333,  0.86602540,11,0
88.3667,  0.74314483,12,0
88.4000,  0.58778525,13,0
88.4333,  0.40673664,14,0
88.4667,  0.20791169,15,0
88.5000, -0.00000000,16,0
88.5333, -0.20791169,17,0
88.5667, -0.40673664,18,0
88.6000, -0.58778525,19,0
88.6333, -0.74314483,20,0
88.6667, -0.86602540,21,0
88.7000, -0.95105652,22,0
88.7333, -0.99452190,23,0
88.7667, -0.99452190,24,0
88.8000, -0.95105652,25,0
88.8333, -0.86602540,26,0
88.8667, -0.74314483,27,0
88.9000, -0.58778525,28,0
88.9333, -0.40673664,29,0
88.9667, -0.20791169,30,0
89.0000,  0.00000000,1,0
89.0333,  0.20791169,2,0
89.0667,  0.40673664,3,0
89.1000,  0.58778525,4,0
89.1333,  0.74314483,5,0
89.1667,  0.86602540,6,0
89.2000,  0.95105652,7,0
89.2333,  0.99452190,8,0
89.2667,  0.99452190,9,0
89.3000,  0.95105652,10,0
89.3333,  0.86602540,11,0
89.3667,  0.74314483,12,0
89.4000,  0.58778525,13,0
89.4333,  0.40673664,14,0
89.4667,  0.20791169,15,0
89.5000, -0.00000000,16,0
89.5333, -0.20791169,17,0
89.5667, -0.40673664,18,0
89.6000, -0.58778525,19,0
89.6333, -0.74314483,20,0
89.6667, -0.86602540,21,0
89.7000, -0.95105652,22,0
89.7333, -0.99452190,23,0
89.7667, -0.99452190,24,0
89.8000, -0.95105652,25,0
89.8333, -0.86602540,26,0
89.8667, -0.74314483,27,0
89.9000, -0.58778525,28,0
89.9333, -0.40673664,29,0
89.9667, -0.20791169,30,0
90.0000, -0.00000000,1,0
90.0333,  0.20791169,2,0
90.0667,  0.40673664,3,0
90.1000,  0.58778525,4,0
90.1333,  0.74314483,5,0
90.1667,  0.86602540,6,0
90.2000,  0.95105652,7,0
90.2333,  0.99452190,8,0
90.2667,  0.99452190,9,0
90.3000,  0.95105652,10,0
90.3333,  0.86602540,11,0
90.3667,  0.74314483,12,0
90.4000,  0.58778525,13,0
90.4333,  0.40673664,14,0
90.4667,  0.20791169,15,0
90.5000,  0.00000000,16,0
90.5333, -0.20791169,17,0
90.5667, -0.40673664,18,0
90.6000, -0.58778525,19,0
90.6333, -0.74314483,20,0
90.6667, -0.86602540,21,0
90.7000, -0.95105652,22,0
90.7333, -0.99452190,23,0
90.7667, -0.99452190,24,0
90.8000, -0.95105652,25,0
90.8333, -0.86602540,26,0
90.8667, -0.74314483,27,0
90.9000, -0.58778525,28,0
90.9333, -0.40673664,29,0
90.9667, -0.20791169,30,0
91.0000, -0.00000000,1,0
91.0333,  0.20791169,2,0
91.0667,  0.40673664,3,0
91.1000,  0.58778525,4,0
91.1333,  0.74314483,5,0
91.1667,  0.86602540,6,0
91.2000,  0.95105652,7,0
91.2333,  0.99452190,8,0
91.2667,  0.99452190,9,0
91.3000,  0.95105652,10,0
91.3333,  0.86602540,11,0
91.3667,  0.74314483,12,0
91.4000,  0.58778525,13,0
91.4333,  0.40673664,14,0
91.4667,  0.20791169,15,0
91.5000,  0.00000000,16,0
91.5333, -0.20791169,17,0
91.5667, -0.40673664,18,0
91.6000, -0.58778525,19,0
91.6333, -0.74314483,20,0
91.6667, -0.86602540,21,0
91.7000, -0.95105652,22,0
91.7333, -0.99452190,23,0
91.7667, -0.99452190,24,0
91.8000, -0.95105652,25,0
91.8333, -0.86602540,26,0
91.8667, -0.74314483,27,0
91.9000, -0.58778525,28,0
91.9333, -0.40673664,29,0
91.9667, -0.20791169,30,0
92.0000, -0.00000000,1,0
92.0333,  0.20791169,2,0
92.0667,  0.40673664,3,0
92.1000,  0.58778525,4,0
92.1333,  0.74314483,5,0
92.1667,  0.86602540,6,0
92.2000,  0.95105652,7,0
92.2333,  0.99452190,8,0
92.2667,  0.99452190,9,0
92.3000,  0.95105652,10,0
92.3333,  0.86602540,11,0
92.3667,  0.74314483,12,0
92.4000,  0.58778525,13,0
92.4333,  0.40673664,14,0
92.4667,  0.20791169,15,0
92.5000,  0.00000000,16,0
92.5333, -0.20791169,17,0
92.5667, -0.40673664,18,0
92.6000, -0.58778525,19,0
92.6333, -0.74314483,20,0
92.6667, -0.86602540,21,0
92.7000, -0.95105652,22,0
92.7333, -0.99452190,23,0
92.7667, -0.99452190,24,0
92.8000, -0.95105652,25,0
92.8333, -0.86602540,26,0
92.8667, -0.74314483,27,0
92.9000, -0.58778525,28,0
92.9333, -0.40673664,29,0
92.9667, -0.20791169,30,0
93.0000, -0.00000000,1,0
93.0333,  0.20791169,2,0
93.0667,  0.40673664,3,0
93.1000,  0.58778525,4,0
93.1333,  0.74314483,5,0
93.1667,  0.86602540,6,0
93.2000,  0.95105652,7,0
93.2333,  0.99452190,8,0
93.2667,  0.99452190,9,0
93.3000,  0.95105652,10,0
93.3333,  0.86602540,11,0
93.3667,  0.74314483,12,0
93.4000,  0.58778525,13,0
93.4333,  0.40673664,14,0
93.4667,  0.20791169,15,0
93.5000, -0.00000000,16,0
93.5333, -0.20791169,17,0
93.5667, -0.40673664,18,0
93.6000, -0.58778525,19,0
93.6333, -0.74314483,20,0
93.6667, -0.86602540,21,0
93.7000, -0.95105652,22,0
93.7333, -0.99452190,23,0
93.7667, -0.99452190,24,0
93.8000, -0.95105652,25,0
93.8333, -0.86602540,26,0
93.8667, -0.74314483,27,0
93.9000, -0.58778525,28,0
93.9333, -0.40673664,29,0
93.9667, -0.20791169,30,0
94.0000,  0.00000000,1,0
94.0333,  0.20791169,2,0
94.0667,  0.40673664,3,0
94.1000,  0.58778525,4,0
94.1333,  0.74314483,5,0
94.1667,  0.86602540,6,0
94.2000,  0.95105652,7,0
94.2333,  0.99452190,8,0
94.2667,  0.99452190,9,0
94.3000,  0.95105652,10,0
94.3333,  0.86602540,11,0
94.3667,  0.74314483,12,0
94.4000,  0.58778525,13,0
94.4333,  0.40673664,14,0
94.4667,  0.20791169,15,0
94.5000, -0.00000000,16,0
94.5333, -0.20791169,17,0
94.5667, -0.40673664,18,0
94.6000, -0.58778525,19,0
94.6333, -0.74314483,20,0
94.6667, -0.86602540,21,0
94.7000, -0.95105652,22,0
94.7333, -0.99452190,23,0
94.7667, -0.99452190,24,0
94.8000, -0.95105652,25,0
94.8333, -0.86602540,26,0
94.8667, -0.74314483,27,0
94.9000, -0.58778525,28,0
94.9333, -0.40673664,29,0
94.9667, -0.20791169,30,0
95.0000, -0.00000000,1,0
95.0333,  0.20791169,2,0
95.0667,  0.40673664,3,0
95.1000,  0.58778525,4,0
95.1333,  0.74314483,5,0
95.1667,  0.86602540,6,0
95.2000,  0.95105652,7,0
95.2333,  0.99452190,8,0
95.2667,  0.99452190,9,0
95.3000,  0.95105652,10,0
95.3333,  0.86602540,11,0
95.3667,  0.74314483,12,0
95.4000,  0.58778525,13,0
95.4333,  0.40673664,14,0
95.4667,  0.20791169,15,0
95.5000,  0.00000000,16,0
95.5333, -0.20791169,17,0
95.5667, -0.40673664,18,0
95.6000, -0.58778525,19,0
95.6333, -0.74314483,20,0
95.6667, -0.86602540,21,0
95.7000, -0.95105652,22,0
95.7333, -0.99452190,23,0
95.7667, -0.99452190,24,0
95.8000, -0.95105652,25,0
95.8333, -0.86602540,26,0
95.8667, -0.74314483,27,0
95.9000, -0.58778525,28,0
95.9333, -0.40673664,29,0
95.9667, -0.20791169,30,0
96.0000, -0.00000000,1,0
96.0333,  0.20791169,2,0
96.0667,  0.40673664,3,0
96.1000,  0.58778525,4,0
96.1333,  0.74314483,5,0
96.1667,  0.86602540,6,0
96.2000,  0.95105652,7,0
96.2333,  0.99452190,8,0
96.2667,  0.99452190,9,0
96.3000,  0.95105652,10,0
96.3333,  0.86602540,11,0
96.3667,  0.74314483,12,0
96.4000,  0.58778525,13,0
96.4333,  0.40673664,14,0
96.4667,  0.20791169,15,0
96.5000,  0.00000000,16,0
96.5333, -0.20791169,17,0
96.5667, -0.40673664,18,0
96.6000, -0.58778525,19,0
96.6333, -0.74314483,20,0
96.6667, -0.86602540,21,0
96.7000, -0.95105652,22,0
96.7333, -0.99452190,23,0
96.7667, -0.99452190,24,0
96.8000, -0.95105652,25,0
96.8333, -0.86602540,26,0
96.8667, -0.74314483,27,0
96.9000, -0.58778525,28,0
96.9333, -0.40673664,29,0
96.9667, -0.20791169,30,0
97.0000, -0.00000000,1,0
97.0333,  0.20791169,2,0
97.0667,  0.40673664,3,0
97.1000,  0.58778525,4,0
97.1333,  0.74314483,5,0
97.1667,  0.86602540,6,0
97.2000,  0.95105652,7,0
97.2333,  0.99452190,8,0
97.2667,  0.99452190,9,0
97.3000,  0.95105652,10,0
97.3333,  0.86602540,11,0
97.3667,  0.74314483,12,0
97.4000,  0.58778525,13,0
97.4333,  0.40673664,14,0
97.4667,  0.20791169,15,0
97.5000,  0.00000000,16,0
97.5333, -0.20791169,17,0
97.5667, -0.40673664,18,0
97.6000, -0.58778525,19,0
97.6333, -0.74314483,20,0
97.6667, -0.86602540,21,0
97.7000, -0.95105652,22,0
97.7333, -0.99452190,23,0
97.7667, -0.99452190,24,0
97.8000, -0.95105652,25,0
97.8333, -0.86602540,26,0
97.8667, -0.74314483,27,0
97.9000, -0.58778525,28,0
97.9333, -0.40673664,29,0
97.9667, -0.20791169,30,0
98.0000, -0.00000000,1,0
98.0333,  0.20791169,2,0
98.0667,  0.40673664,3,0
98.1000,  0.58778525,4,0
98.1333,  0.74314483,5,0
98.1667,  0.86602540,6,0
98.2000,  0.95105652,7,0
98.2333,  0.99452190,8,0
98.2667,  0.99452190,9,0
98.3000,  0.95105652,10,0
98.3333,  0.86602540,11,0
98.3667,  0.74314483,12,0
98.4000,  0.58778525,13,0
98.4333,  0.40673664,14,0
98.4667,  0.20791169,15,0
98.5000,  0.00000000,16,0
98.5333, -0.20791169,17,0
98.5667, -0.40673664,18,0
98.6000, -0.58778525,19,0
98.6333, -0.74314483,20,0
98.6667, -0.86602540,21,0
98.7000, -0.95105652,22,0
98.7333, -0.99452190,23,0
98.7667, -0.99452190,24,0
98.8000, -0.95105652,25,0
98.8333, -0.86602540,26,0
98.8667, -0.74314483,27,0
98.9000, -0.58778525,28,0
98.9333, -0.40673664,29,0
98.9667, -0.20791169,30,0
99.0000,  0.00000000,1,0
99.0333,  0.20791169,2,0
99.0667,  0.40673664,3,0
99.1000,  0.58778525,4,0
99.1333,  0.74314483,5,0
99.1667,  0.86602540,6,0
99.2000,  0.95105652,7,0
99.2333,  0.99452190,8,0
99.2667,  0.99452190,9,0
99.3000,  0.95105652,10,0
99.3333,  0.86602540,11,0
99.3667,  0.74314483,12,0
99.4000,  0.58778525,13,0
99.4333,  0.40673664,14,0
99.4667,  0.20791169,15,0
99.5000, -0.00000000,16,0
99.5333, -0.20791169,17,0
99.5667, -0.40673664,18,0
99.6000, -0.58778525,19,0
99.6333, -0.74314483,20,0
99.6667, -0.86602540,21,0
99.7000, -0.95105652,22,0
99.7333, -0.99452190,23,0
99.7667, -0.99452190,24,0
99.8000, -0.95105652,25,0
99.8333, -0.86602540,26,0
99.8667, -0.74314483,27,0
99.9000, -0.58778525,28,0
99.9333, -0.40673664,29,0
99.9667, -0.20791169,30,0
100.0000,  0.00000000,1,0
100.0333,  0.20791169,2,0
100.0667,  0.40673664,3,0
100.1000,  0.58778525,4,0
100.1333,  0.74314483,5,0
100.1667,  0.86602540,6,0
100.2000,  0.95105652,7,0
100.2333,  0.99452190,8,0
100.2667,  0.99452190,9,0
100.3000,  0.95105652,10,0
100.3333,  0.86602540,11,0
100.3667,  0.74314483,12,0
100.4000,  0.58778525,13,0
100.4333,  0.40673664,14,0
100.4667,  0.20791169,15,0
100.5000,  0.00000000,16,0
100.5333, -0.20791169,17,0
100.5667, -0.40673664,18,0
100.6000, -0.58778525,19,0
100.6333, -0.74314483,20,0
100.6667, -0.86602540,21,0
100.7000, -0.95105652,22,0
100.7333, -0.99452190,23,0
100.7667, -0.99452190,24,0
100.8000, -0.95105652,25,0
100.8333, -0.86602540,26,0
100.8667, -0.74314483,27,0
100.9000, -0.58778525,28,0
100.9333, -0.40673664,29,0
100.9667, -0.20791169,30,0
101.0000, -0.00000000,1,0
101.0333,  0.20791169,2,0
101.0667,  0.40673664,3,0
101.1000,  0.58778525,4,0
101.1333,  0.74314483,5,0
101.1667,  0.86602540,6,0
101.2000,  0.95105652,7,0
101.2333,  0.99452190,8,0
101.2667,  0.99452190,9,0
101.3000,  0.95105652,10,0
101.3333,  0.86602540,11,0
101.3667,  0.74314483,12,0
101.4000,  0.58778525,13,0
101.4333,  0.40673664,14,0
101.4667,  0.20791169,15,0
101.5000,  0.00000000,16,0
101.5333, -0.20791169,17,0
101.5667, -0.40673664,18,0
101.6000, -0.58778525,19,0
101.6333, -0.74314483,20,0
101.6667, -0.86602540,21,0
101.7000, -0.95105652,22,0
101.7333, -0.99452190,23,0
101.7667, -0.99452190,24,0
101.8000, -0.95105652,25,0
101.8333, -0.86602540,26,0
101.8667, -0.74314483,27,0
101.9000, -0.58778525,28,0
101.9333, -0.40673664,29,0
101.9667, -0.20791169,30,0
102.0000, -0.00000000,1,0
102.0333,  0.20791169,2,0
102.0667,  0.40673664,3,0
102.1000,  0.58778525,4,0
102.1333,  0.74314483,5,0
102.1667,  0.86602540,6,0
102.2000,  0.95105652,7,0
102.2333,  0.99452190,8,0
102.2667,  0.99452190,9,0
102.3000,  0.95105652,10,0
102.3333,  0.86602540,11,0
102.3667,  0.74314483,12,0
102.4000,  0.58778525,13,0
102.4333,  0.40673664,14,0
102.4667,  0.20791169,15,0
102.5000,  0.00000000,16,0
102.5333, -0.20791169,17,0
102.5667, -0.40673664,18,0
